2024-06-03 15:48:33,648 INFO  Logger.cs: 70 - 
2024-06-03 15:54:18,604 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 15:55:24,491 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:05:25,392 INFO  SwAddin.cs: 294 - Assembly export called for file 总装
2024-06-03 16:05:25,392 INFO  SwAddin.cs: 299 - Save is required
2024-06-03 16:05:25,393 INFO  SwAddin.cs: 313 - Saving assembly
2024-06-03 16:05:26,342 INFO  SwAddin.cs: 316 - Opening property manager
2024-06-03 16:05:26,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 总装
2024-06-03 16:05:26,345 INFO  ExportHelperExtension.cs: 1136 - Found 57 in 总装
2024-06-03 16:05:26,347 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in 总装
2024-06-03 16:05:26,347 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-03 16:05:26,348 INFO  ExportHelperExtension.cs: 1160 - 23 components to check
2024-06-03 16:05:26,348 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 履带重新4-1
2024-06-03 16:05:26,350 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 履带重新4-1
2024-06-03 16:05:26,351 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 履带重新4-1
2024-06-03 16:05:26,352 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 总装
2024-06-03 16:05:26,352 INFO  ExportHelperExtension.cs: 1136 - Found 57 in 总装
2024-06-03 16:05:26,353 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in 总装
2024-06-03 16:05:26,353 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-03 16:05:26,354 INFO  ExportHelperExtension.cs: 1160 - 23 components to check
2024-06-03 16:05:26,354 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 履带重新4-1
2024-06-03 16:05:26,355 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 履带重新4-1
2024-06-03 16:05:26,356 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 履带重新4-1
2024-06-03 16:05:26,672 INFO  SwAddin.cs: 339 - Loading config tree
2024-06-03 16:05:26,673 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-06-03 16:05:26,675 INFO  SwAddin.cs: 344 - Showing property manager
2024-06-03 16:05:31,788 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:05:38,209 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:05:38,371 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:06:14,632 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:06:15,791 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:06:17,588 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:06:39,807 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2024-06-03 16:06:39,873 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:07:03,247 INFO  SwAddin.cs: 294 - Assembly export called for file 总装
2024-06-03 16:07:06,805 INFO  SwAddin.cs: 313 - Saving assembly
2024-06-03 16:07:07,192 INFO  SwAddin.cs: 316 - Opening property manager
2024-06-03 16:07:07,245 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 总装
2024-06-03 16:07:07,246 INFO  ExportHelperExtension.cs: 1136 - Found 57 in 总装
2024-06-03 16:07:07,247 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in 总装
2024-06-03 16:07:07,248 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-03 16:07:07,248 INFO  ExportHelperExtension.cs: 1160 - 23 components to check
2024-06-03 16:07:07,249 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 履带重新4-1
2024-06-03 16:07:07,250 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 履带重新4-1
2024-06-03 16:07:07,250 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 履带重新4-1
2024-06-03 16:07:07,250 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 总装
2024-06-03 16:07:07,251 INFO  ExportHelperExtension.cs: 1136 - Found 57 in 总装
2024-06-03 16:07:07,252 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in 总装
2024-06-03 16:07:07,252 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-03 16:07:07,253 INFO  ExportHelperExtension.cs: 1160 - 23 components to check
2024-06-03 16:07:07,253 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 履带重新4-1
2024-06-03 16:07:07,254 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 履带重新4-1
2024-06-03 16:07:07,254 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 履带重新4-1
2024-06-03 16:07:07,391 INFO  SwAddin.cs: 339 - Loading config tree
2024-06-03 16:07:07,392 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-06-03 16:07:07,394 INFO  SwAddin.cs: 344 - Showing property manager
2024-06-03 16:07:11,600 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:07:11,724 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:08:11,384 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2024-06-03 16:08:11,449 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:08:17,324 INFO  SwAddin.cs: 294 - Assembly export called for file 总装
2024-06-03 16:08:18,340 INFO  SwAddin.cs: 313 - Saving assembly
2024-06-03 16:08:18,714 INFO  SwAddin.cs: 316 - Opening property manager
2024-06-03 16:08:18,715 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 总装
2024-06-03 16:08:18,715 INFO  ExportHelperExtension.cs: 1136 - Found 57 in 总装
2024-06-03 16:08:18,716 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in 总装
2024-06-03 16:08:18,716 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-03 16:08:18,716 INFO  ExportHelperExtension.cs: 1160 - 23 components to check
2024-06-03 16:08:18,716 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 履带重新4-1
2024-06-03 16:08:18,717 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 履带重新4-1
2024-06-03 16:08:18,717 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 履带重新4-1
2024-06-03 16:08:18,717 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 总装
2024-06-03 16:08:18,718 INFO  ExportHelperExtension.cs: 1136 - Found 57 in 总装
2024-06-03 16:08:18,718 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in 总装
2024-06-03 16:08:18,719 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-03 16:08:18,720 INFO  ExportHelperExtension.cs: 1160 - 23 components to check
2024-06-03 16:08:18,720 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 履带重新4-1
2024-06-03 16:08:18,721 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 履带重新4-1
2024-06-03 16:08:18,722 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 履带重新4-1
2024-06-03 16:08:18,892 INFO  SwAddin.cs: 339 - Loading config tree
2024-06-03 16:08:18,892 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-06-03 16:08:18,895 INFO  SwAddin.cs: 344 - Showing property manager
2024-06-03 16:08:21,383 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:08:24,499 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:08:24,664 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:08:36,508 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:08:38,490 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:08:41,763 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:08:43,345 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:09:12,641 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:09:14,724 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:09:15,909 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:09:17,179 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:10:10,354 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-06-03 16:10:10,592 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-06-03 16:10:22,707 INFO  ExportHelperExtension.cs: 347 - Creating joint wheel_lf_link
2024-06-03 16:10:24,081 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child wheel_lf_link failed
2024-06-03 16:10:24,264 INFO  ExportHelperExtension.cs: 347 - Creating joint wheel_rf_link
2024-06-03 16:10:24,297 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child wheel_rf_link failed
2024-06-03 16:10:24,664 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 总装
2024-06-03 16:10:24,669 INFO  ExportHelperExtension.cs: 1136 - Found 58 in 总装
2024-06-03 16:10:24,669 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in 总装
2024-06-03 16:10:24,669 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-03 16:10:24,669 INFO  ExportHelperExtension.cs: 1160 - 23 components to check
2024-06-03 16:10:24,670 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 底层支撑横梁-1-2
2024-06-03 16:10:24,670 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 底层支撑横梁-1-2
2024-06-03 16:10:24,671 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 底层支撑横梁-1-2
2024-06-03 16:10:24,671 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 空开-1-1
2024-06-03 16:10:24,671 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 空开-1-1
2024-06-03 16:10:24,672 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 空开-1-1
2024-06-03 16:10:24,672 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 驱动器舱体-1-1
2024-06-03 16:10:24,672 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 驱动器舱体-1-1
2024-06-03 16:10:24,673 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 驱动器舱体-1-1
2024-06-03 16:10:24,673 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 铝板_车体底部支撑-1-1
2024-06-03 16:10:24,673 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 铝板_车体底部支撑-1-1
2024-06-03 16:10:24,674 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 铝板_车体底部支撑-1-1
2024-06-03 16:10:24,674 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 电池隔离舱-1-1
2024-06-03 16:10:24,674 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 电池隔离舱-1-1
2024-06-03 16:10:24,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 电池隔离舱-1-1
2024-06-03 16:10:24,675 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4040 Aluminum Extrusion Profile 2-2-1
2024-06-03 16:10:24,675 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 4040 Aluminum Extrusion Profile 2-2-1
2024-06-03 16:10:24,676 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4040 Aluminum Extrusion Profile 2-2-1
2024-06-03 16:10:24,676 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4040 Aluminum Extrusion Profile-2-1
2024-06-03 16:10:24,676 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 4040 Aluminum Extrusion Profile-2-1
2024-06-03 16:10:24,676 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4040 Aluminum Extrusion Profile-2-1
2024-06-03 16:10:24,677 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4040 Aluminum Extrusion Profile-2-2
2024-06-03 16:10:24,677 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 4040 Aluminum Extrusion Profile-2-2
2024-06-03 16:10:24,677 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4040 Aluminum Extrusion Profile-2-2
2024-06-03 16:10:24,677 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 电池仓-1-1
2024-06-03 16:10:24,677 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 电池仓-1-1
2024-06-03 16:10:24,679 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 电池仓-1-1
2024-06-03 16:10:24,679 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 驱动仓盖板-1-1
2024-06-03 16:10:24,679 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 驱动仓盖板-1-1
2024-06-03 16:10:24,680 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 驱动仓盖板-1-1
2024-06-03 16:10:24,680 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 底层支撑横梁-1-1
2024-06-03 16:10:24,680 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 底层支撑横梁-1-1
2024-06-03 16:10:24,681 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 底层支撑横梁-1-1
2024-06-03 16:10:24,681 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-2-1
2024-06-03 16:10:24,682 INFO  ExportHelperExtension.cs: 1136 - Found 26 in motor-2-1
2024-06-03 16:10:24,682 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-2-1
2024-06-03 16:10:24,682 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 中间层铝板-1-1
2024-06-03 16:10:24,683 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 中间层铝板-1-1
2024-06-03 16:10:24,683 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 中间层铝板-1-1
2024-06-03 16:10:24,683 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-2-2
2024-06-03 16:10:24,684 INFO  ExportHelperExtension.cs: 1136 - Found 26 in motor-2-2
2024-06-03 16:10:24,684 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-2-2
2024-06-03 16:10:24,684 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 夹爪配合-1-1
2024-06-03 16:10:24,684 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 夹爪配合-1-1
2024-06-03 16:10:24,685 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 夹爪配合-1-1
2024-06-03 16:10:24,685 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 夹爪滑台连接件-2-1
2024-06-03 16:10:24,685 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 夹爪滑台连接件-2-1
2024-06-03 16:10:24,686 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 夹爪滑台连接件-2-1
2024-06-03 16:10:24,686 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 上层保护壳-1-1
2024-06-03 16:10:24,686 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 上层保护壳-1-1
2024-06-03 16:10:24,687 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 上层保护壳-1-1
2024-06-03 16:10:24,687 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 滑台RXP45-L600-1-1
2024-06-03 16:10:24,687 INFO  ExportHelperExtension.cs: 1136 - Found 77 in 滑台RXP45-L600-1-1
2024-06-03 16:10:24,688 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 滑台RXP45-L600-1-1
2024-06-03 16:10:24,688 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 滑台z轴支架-1-1
2024-06-03 16:10:24,689 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 滑台z轴支架-1-1
2024-06-03 16:10:24,689 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 滑台z轴支架-1-1
2024-06-03 16:10:24,690 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 滑台RXP45-L600-1-2
2024-06-03 16:10:24,690 INFO  ExportHelperExtension.cs: 1136 - Found 77 in 滑台RXP45-L600-1-2
2024-06-03 16:10:24,690 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 滑台RXP45-L600-1-2
2024-06-03 16:10:24,691 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 电气载板-1-1
2024-06-03 16:10:24,691 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 电气载板-1-1
2024-06-03 16:10:24,691 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 电气载板-1-1
2024-06-03 16:10:24,692 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 滑台RXP45-L600-1-3
2024-06-03 16:10:24,692 INFO  ExportHelperExtension.cs: 1136 - Found 77 in 滑台RXP45-L600-1-3
2024-06-03 16:10:24,692 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 滑台RXP45-L600-1-3
2024-06-03 16:10:24,693 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 履带重新4-1
2024-06-03 16:10:24,693 INFO  ExportHelperExtension.cs: 1136 - Found 35 in 履带重新4-1
2024-06-03 16:10:24,693 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 履带重新4-1
2024-06-03 16:10:24,694 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 总装
2024-06-03 16:10:24,694 INFO  ExportHelperExtension.cs: 1136 - Found 58 in 总装
2024-06-03 16:10:24,695 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in 总装
2024-06-03 16:10:24,695 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-03 16:10:24,695 INFO  ExportHelperExtension.cs: 1160 - 23 components to check
2024-06-03 16:10:24,695 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 底层支撑横梁-1-2
2024-06-03 16:10:24,696 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 底层支撑横梁-1-2
2024-06-03 16:10:24,696 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 底层支撑横梁-1-2
2024-06-03 16:10:24,696 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 空开-1-1
2024-06-03 16:10:24,697 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 空开-1-1
2024-06-03 16:10:24,697 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 空开-1-1
2024-06-03 16:10:24,697 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 驱动器舱体-1-1
2024-06-03 16:10:24,698 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 驱动器舱体-1-1
2024-06-03 16:10:24,701 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 驱动器舱体-1-1
2024-06-03 16:10:24,702 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 铝板_车体底部支撑-1-1
2024-06-03 16:10:24,717 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 铝板_车体底部支撑-1-1
2024-06-03 16:10:24,717 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 铝板_车体底部支撑-1-1
2024-06-03 16:10:24,718 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 电池隔离舱-1-1
2024-06-03 16:10:24,718 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 电池隔离舱-1-1
2024-06-03 16:10:24,718 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 电池隔离舱-1-1
2024-06-03 16:10:24,719 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4040 Aluminum Extrusion Profile 2-2-1
2024-06-03 16:10:24,719 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 4040 Aluminum Extrusion Profile 2-2-1
2024-06-03 16:10:24,719 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4040 Aluminum Extrusion Profile 2-2-1
2024-06-03 16:10:24,719 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4040 Aluminum Extrusion Profile-2-1
